word	nodeType	synsetCount	unit	count
hear	VERB	5	01x07_-_The_Target_s_Second_Son	1
help	VERB	12	01x07_-_The_Target_s_Second_Son	1
hit	VERB	24	01x07_-_The_Target_s_Second_Son	5
hole	VERB	10	01x07_-_The_Target_s_Second_Son	1
hop	VERB	9	01x07_-_The_Target_s_Second_Son	1
hope	VERB	9	01x07_-_The_Target_s_Second_Son	1
infiltrate	VERB	4	01x07_-_The_Target_s_Second_Son	3
interfere	VERB	2	01x07_-_The_Target_s_Second_Son	1
judge	VERB	7	01x07_-_The_Target_s_Second_Son	1
keep	VERB	25	01x07_-_The_Target_s_Second_Son	3
know	VERB	12	01x07_-_The_Target_s_Second_Son	6
lack	VERB	2	01x07_-_The_Target_s_Second_Son	1
learn	VERB	6	01x07_-_The_Target_s_Second_Son	2
leave	VERB	17	01x07_-_The_Target_s_Second_Son	5
let	VERB	8	01x07_-_The_Target_s_Second_Son	9
light	VERB	47	01x07_-_The_Target_s_Second_Son	1
like	VERB	11	01x07_-_The_Target_s_Second_Son	2
listen	VERB	3	01x07_-_The_Target_s_Second_Son	1
live	VERB	19	01x07_-_The_Target_s_Second_Son	1
look	VERB	14	01x07_-_The_Target_s_Second_Son	6
lose	VERB	11	01x07_-_The_Target_s_Second_Son	2
make	VERB	51	01x07_-_The_Target_s_Second_Son	15
marry	VERB	2	01x07_-_The_Target_s_Second_Son	1
maximize	VERB	2	01x07_-_The_Target_s_Second_Son	1
mean	VERB	16	01x07_-_The_Target_s_Second_Son	9
meet	VERB	15	01x07_-_The_Target_s_Second_Son	1
mworne	VERB	0	01x07_-_The_Target_s_Second_Son	1
need	VERB	7	01x07_-_The_Target_s_Second_Son	16
obtain	VERB	3	01x07_-_The_Target_s_Second_Son	1
order	VERB	24	01x07_-_The_Target_s_Second_Son	1
panic	VERB	4	01x07_-_The_Target_s_Second_Son	1
play	VERB	52	01x07_-_The_Target_s_Second_Son	1
pound	VERB	22	01x07_-_The_Target_s_Second_Son	1
praise	VERB	3	01x07_-_The_Target_s_Second_Son	1
proceed	VERB	5	01x07_-_The_Target_s_Second_Son	1
protect	VERB	2	01x07_-_The_Target_s_Second_Son	1
provide	VERB	7	01x07_-_The_Target_s_Second_Son	1
punch	VERB	6	01x07_-_The_Target_s_Second_Son	2
put	VERB	10	01x07_-_The_Target_s_Second_Son	3
read	VERB	12	01x07_-_The_Target_s_Second_Son	2
recall	VERB	12	01x07_-_The_Target_s_Second_Son	1
reconcile	VERB	4	01x07_-_The_Target_s_Second_Son	1
record	VERB	13	01x07_-_The_Target_s_Second_Son	1
reflect	VERB	7	01x07_-_The_Target_s_Second_Son	3
reject	VERB	8	01x07_-_The_Target_s_Second_Son	1
remember	VERB	8	01x07_-_The_Target_s_Second_Son	1
remind	VERB	2	01x07_-_The_Target_s_Second_Son	1
require	VERB	4	01x07_-_The_Target_s_Second_Son	1
rest	VERB	18	01x07_-_The_Target_s_Second_Son	1
rip	VERB	8	01x07_-_The_Target_s_Second_Son	2
rude	VERB	5	01x07_-_The_Target_s_Second_Son	1
run	VERB	57	01x07_-_The_Target_s_Second_Son	2
say	VERB	12	01x07_-_The_Target_s_Second_Son	6
seat	VERB	16	01x07_-_The_Target_s_Second_Son	1
see	VERB	25	01x07_-_The_Target_s_Second_Son	7
seem	VERB	4	01x07_-_The_Target_s_Second_Son	1
show	VERB	16	01x07_-_The_Target_s_Second_Son	1
shut	VERB	5	01x07_-_The_Target_s_Second_Son	2
solve	VERB	3	01x07_-_The_Target_s_Second_Son	1
speak	VERB	5	01x07_-_The_Target_s_Second_Son	1
split	VERB	18	01x07_-_The_Target_s_Second_Son	1
star	VERB	12	01x07_-_The_Target_s_Second_Son	1
start	VERB	22	01x07_-_The_Target_s_Second_Son	3
stay	VERB	16	01x07_-_The_Target_s_Second_Son	1
stop	VERB	22	01x07_-_The_Target_s_Second_Son	2
study	VERB	16	01x07_-_The_Target_s_Second_Son	5
studyso	VERB	0	01x07_-_The_Target_s_Second_Son	1
sulk	VERB	2	01x07_-_The_Target_s_Second_Son	1
sway	VERB	6	01x07_-_The_Target_s_Second_Son	1
take	VERB	44	01x07_-_The_Target_s_Second_Son	3
talk	VERB	11	01x07_-_The_Target_s_Second_Son	2
teach	VERB	3	01x07_-_The_Target_s_Second_Son	4
tell	VERB	9	01x07_-_The_Target_s_Second_Son	1
thank	VERB	1	01x07_-_The_Target_s_Second_Son	2
think	VERB	14	01x07_-_The_Target_s_Second_Son	6
threaten	VERB	3	01x07_-_The_Target_s_Second_Son	1
try	VERB	10	01x07_-_The_Target_s_Second_Son	2
turn	VERB	38	01x07_-_The_Target_s_Second_Son	1
understand	VERB	5	01x07_-_The_Target_s_Second_Son	3
use	VERB	13	01x07_-_The_Target_s_Second_Son	6
wait	VERB	6	01x07_-_The_Target_s_Second_Son	5
wake	VERB	9	01x07_-_The_Target_s_Second_Son	2
wanna	VERB	0	01x07_-_The_Target_s_Second_Son	2
want	VERB	9	01x07_-_The_Target_s_Second_Son	6
watch	VERB	13	01x07_-_The_Target_s_Second_Son	2
wonder	VERB	6	01x07_-_The_Target_s_Second_Son	2
work	VERB	34	01x07_-_The_Target_s_Second_Son	3
worry	VERB	8	01x07_-_The_Target_s_Second_Son	2
accept	VERB	11	01x08_-_The_Counter-Secret_Police_Cover_Operation	4
act	VERB	15	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
address	VERB	18	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
admit	VERB	8	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
answer	VERB	15	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
appear	VERB	7	01x08_-_The_Counter-Secret_Police_Cover_Operation	3
ask	VERB	7	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
be	VERB	14	01x08_-_The_Counter-Secret_Police_Cover_Operation	6
become	VERB	4	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
believe	VERB	5	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
blank	VERB	8	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
brag	VERB	3	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
break	VERB	75	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
bring	VERB	11	01x08_-_The_Counter-Secret_Police_Cover_Operation	2
buy	VERB	6	01x08_-_The_Counter-Secret_Police_Cover_Operation	3
call	VERB	41	01x08_-_The_Counter-Secret_Police_Cover_Operation	9
calm	VERB	8	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
care	VERB	11	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
carry	VERB	41	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
catch	VERB	39	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
celebrate	VERB	3	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
change	VERB	20	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
claim	VERB	11	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
clean	VERB	31	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
come	VERB	22	01x08_-_The_Counter-Secret_Police_Cover_Operation	4
commit	VERB	6	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
complete	VERB	10	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
compromise	VERB	5	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
conceal	VERB	2	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
concentrate	VERB	11	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
concern	VERB	7	01x08_-_The_Counter-Secret_Police_Cover_Operation	2
congratulate	VERB	4	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
continue	VERB	10	01x08_-_The_Counter-Secret_Police_Cover_Operation	2
cook	VERB	7	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
cost	VERB	5	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
count	VERB	12	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
cover	VERB	36	01x08_-_The_Counter-Secret_Police_Cover_Operation	2
create	VERB	6	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
curse	VERB	9	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
dare	VERB	4	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
deceive	VERB	2	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
decide	VERB	4	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
diminish	VERB	2	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
divert	VERB	4	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
do	VERB	16	01x08_-_The_Counter-Secret_Police_Cover_Operation	16
eat	VERB	6	01x08_-_The_Counter-Secret_Police_Cover_Operation	2
eliminate	VERB	7	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
end	VERB	18	01x08_-_The_Counter-Secret_Police_Cover_Operation	2
estimate	VERB	7	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
explain	VERB	3	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
expose	VERB	10	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
fabricate	VERB	2	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
fall	VERB	44	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
fear	VERB	8	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
feed	VERB	13	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
feel	VERB	17	01x08_-_The_Counter-Secret_Police_Cover_Operation	4
find	VERB	18	01x08_-_The_Counter-Secret_Police_Cover_Operation	9
flirt	VERB	4	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
fool	VERB	7	01x08_-_The_Counter-Secret_Police_Cover_Operation	2
forget	VERB	4	01x08_-_The_Counter-Secret_Police_Cover_Operation	8
get	VERB	37	01x08_-_The_Counter-Secret_Police_Cover_Operation	8
give	VERB	45	01x08_-_The_Counter-Secret_Police_Cover_Operation	4
go	VERB	35	01x08_-_The_Counter-Secret_Police_Cover_Operation	26
greet	VERB	4	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
guess	VERB	6	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
happen	VERB	5	01x08_-_The_Counter-Secret_Police_Cover_Operation	3
harm	VERB	4	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
hat	VERB	4	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
have	VERB	20	01x08_-_The_Counter-Secret_Police_Cover_Operation	26
hear	VERB	5	01x08_-_The_Counter-Secret_Police_Cover_Operation	3
help	VERB	12	01x08_-_The_Counter-Secret_Police_Cover_Operation	3
hesitate	VERB	2	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
hide	VERB	6	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
hold	VERB	45	01x08_-_The_Counter-Secret_Police_Cover_Operation	2
imagine	VERB	2	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
include	VERB	4	01x08_-_The_Counter-Secret_Police_Cover_Operation	2
insist	VERB	3	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
interrupt	VERB	5	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
introduce	VERB	10	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
k*lle	VERB	0	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
keep	VERB	25	01x08_-_The_Counter-Secret_Police_Cover_Operation	8
know	VERB	12	01x08_-_The_Counter-Secret_Police_Cover_Operation	15
lead	VERB	31	01x08_-_The_Counter-Secret_Police_Cover_Operation	2
leak	VERB	9	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
leave	VERB	17	01x08_-_The_Counter-Secret_Police_Cover_Operation	5
let	VERB	8	01x08_-_The_Counter-Secret_Police_Cover_Operation	6
liar	VERB	1	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
lie	VERB	10	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
like	VERB	11	01x08_-_The_Counter-Secret_Police_Cover_Operation	2
live	VERB	19	01x08_-_The_Counter-Secret_Police_Cover_Operation	2
look	VERB	14	01x08_-_The_Counter-Secret_Police_Cover_Operation	4
lose	VERB	11	01x08_-_The_Counter-Secret_Police_Cover_Operation	2
love	VERB	10	01x08_-_The_Counter-Secret_Police_Cover_Operation	5
maintain	VERB	10	01x08_-_The_Counter-Secret_Police_Cover_Operation	2
make	VERB	51	01x08_-_The_Counter-Secret_Police_Cover_Operation	9
manipulate	VERB	6	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
marry	VERB	2	01x08_-_The_Counter-Secret_Police_Cover_Operation	6
mean	VERB	16	01x08_-_The_Counter-Secret_Police_Cover_Operation	11
meet	VERB	15	01x08_-_The_Counter-Secret_Police_Cover_Operation	4
mention	VERB	6	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
mind	VERB	13	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
need	VERB	7	01x08_-_The_Counter-Secret_Police_Cover_Operation	7
normalize	VERB	3	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
obsess	VERB	2	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
offer	VERB	16	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
own	VERB	2	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
pay	VERB	12	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
play	VERB	52	01x08_-_The_Counter-Secret_Police_Cover_Operation	3
prepare	VERB	8	01x08_-_The_Counter-Secret_Police_Cover_Operation	2
protect	VERB	2	01x08_-_The_Counter-Secret_Police_Cover_Operation	7
prove	VERB	9	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
put	VERB	10	01x08_-_The_Counter-Secret_Police_Cover_Operation	3
question	VERB	11	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
rain	VERB	4	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
realize	VERB	6	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
receive	VERB	13	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
refuse	VERB	7	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
regard	VERB	10	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
relax	VERB	8	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
remember	VERB	8	01x08_-_The_Counter-Secret_Police_Cover_Operation	2
revoke	VERB	3	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
rise	VERB	27	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
risk	VERB	6	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
run	VERB	57	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
say	VERB	12	01x08_-_The_Counter-Secret_Police_Cover_Operation	10
scout	VERB	5	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
see	VERB	25	01x08_-_The_Counter-Secret_Police_Cover_Operation	8
sell	VERB	9	01x08_-_The_Counter-Secret_Police_Cover_Operation	3
set	VERB	45	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
show	VERB	16	01x08_-_The_Counter-Secret_Police_Cover_Operation	5
slip	VERB	26	01x08_-_The_Counter-Secret_Police_Cover_Operation	2
spit	VERB	8	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
stare	VERB	3	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
start	VERB	22	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
step	VERB	21	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
stick	VERB	25	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
stop	VERB	22	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
study	VERB	16	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
submit	VERB	10	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
suppose	VERB	5	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
t*rture	VERB	0	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
take	VERB	44	01x08_-_The_Counter-Secret_Police_Cover_Operation	7
talk	VERB	11	01x08_-_The_Counter-Secret_Police_Cover_Operation	4
tell	VERB	9	01x08_-_The_Counter-Secret_Police_Cover_Operation	13
thank	VERB	1	01x08_-_The_Counter-Secret_Police_Cover_Operation	3
think	VERB	14	01x08_-_The_Counter-Secret_Police_Cover_Operation	2
threaten	VERB	3	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
throw	VERB	20	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
tingle	VERB	3	01x08_-_The_Counter-Secret_Police_Cover_Operation	2
touch	VERB	27	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
trouble	VERB	11	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
try	VERB	10	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
understand	VERB	5	01x08_-_The_Counter-Secret_Police_Cover_Operation	4
unhand	VERB	1	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
use	VERB	13	01x08_-_The_Counter-Secret_Police_Cover_Operation	4
villain	VERB	2	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
wait	VERB	6	01x08_-_The_Counter-Secret_Police_Cover_Operation	4
want	VERB	9	01x08_-_The_Counter-Secret_Police_Cover_Operation	7
watch	VERB	13	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
win	VERB	6	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
wish	VERB	10	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
work	VERB	34	01x08_-_The_Counter-Secret_Police_Cover_Operation	11
worry	VERB	8	01x08_-_The_Counter-Secret_Police_Cover_Operation	5
yor	VERB	0	01x08_-_The_Counter-Secret_Police_Cover_Operation	1
-	VERB	0	01x09_-_Show_Off_How_in_Love_You_Are	1
act	VERB	15	01x09_-_Show_Off_How_in_Love_You_Are	6
admire	VERB	2	01x09_-_Show_Off_How_in_Love_You_Are	1
admit	VERB	8	01x09_-_Show_Off_How_in_Love_You_Are	1
allow	VERB	10	01x09_-_Show_Off_How_in_Love_You_Are	1
amuse	VERB	2	01x09_-_Show_Off_How_in_Love_You_Are	1
appear	VERB	7	01x09_-_Show_Off_How_in_Love_You_Are	2
arise	VERB	7	01x09_-_Show_Off_How_in_Love_You_Are	1
arrest	VERB	6	01x09_-_Show_Off_How_in_Love_You_Are	1
ask	VERB	7	01x09_-_Show_Off_How_in_Love_You_Are	4
avoid	VERB	5	01x09_-_Show_Off_How_in_Love_You_Are	1
be	VERB	14	01x09_-_Show_Off_How_in_Love_You_Are	5
bear	VERB	15	01x09_-_Show_Off_How_in_Love_You_Are	1
become	VERB	4	01x09_-_Show_Off_How_in_Love_You_Are	2
beg	VERB	4	01x09_-_Show_Off_How_in_Love_You_Are	1
begin	VERB	11	01x09_-_Show_Off_How_in_Love_You_Are	1
believe	VERB	5	01x09_-_Show_Off_How_in_Love_You_Are	1
bleed	VERB	5	01x09_-_Show_Off_How_in_Love_You_Are	2
bother	VERB	8	01x09_-_Show_Off_How_in_Love_You_Are	1
bug	VERB	7	01x09_-_Show_Off_How_in_Love_You_Are	1
buy	VERB	6	01x09_-_Show_Off_How_in_Love_You_Are	1
call	VERB	41	01x09_-_Show_Off_How_in_Love_You_Are	3
capture	VERB	11	01x09_-_Show_Off_How_in_Love_You_Are	1
care	VERB	11	01x09_-_Show_Off_How_in_Love_You_Are	1
catch	VERB	39	01x09_-_Show_Off_How_in_Love_You_Are	2
celebrate	VERB	3	01x09_-_Show_Off_How_in_Love_You_Are	2
change	VERB	20	01x09_-_Show_Off_How_in_Love_You_Are	1
clean	VERB	31	01x09_-_Show_Off_How_in_Love_You_Are	1
clear	VERB	45	01x09_-_Show_Off_How_in_Love_You_Are	1
come	VERB	22	01x09_-_Show_Off_How_in_Love_You_Are	10
concentrate	VERB	11	01x09_-_Show_Off_How_in_Love_You_Are	2
consider	VERB	9	01x09_-_Show_Off_How_in_Love_You_Are	1
contain	VERB	6	01x09_-_Show_Off_How_in_Love_You_Are	1
continue	VERB	10	01x09_-_Show_Off_How_in_Love_You_Are	1
contribute	VERB	4	01x09_-_Show_Off_How_in_Love_You_Are	1
cook	VERB	7	01x09_-_Show_Off_How_in_Love_You_Are	3
cover	VERB	36	01x09_-_Show_Off_How_in_Love_You_Are	1
cry	VERB	12	01x09_-_Show_Off_How_in_Love_You_Are	2
cwose	VERB	0	01x09_-_Show_Off_How_in_Love_You_Are	1
date	VERB	13	01x09_-_Show_Off_How_in_Love_You_Are	1
deal	VERB	22	01x09_-_Show_Off_How_in_Love_You_Are	1
deceive	VERB	2	01x09_-_Show_Off_How_in_Love_You_Are	1
decode	VERB	1	01x09_-_Show_Off_How_in_Love_You_Are	1
destroy	VERB	4	01x09_-_Show_Off_How_in_Love_You_Are	1
detach	VERB	3	01x09_-_Show_Off_How_in_Love_You_Are	1
develop	VERB	21	01x09_-_Show_Off_How_in_Love_You_Are	1
disturb	VERB	5	01x09_-_Show_Off_How_in_Love_You_Are	1
do	VERB	16	01x09_-_Show_Off_How_in_Love_You_Are	14
doubt	VERB	4	01x09_-_Show_Off_How_in_Love_You_Are	2
dress	VERB	21	01x09_-_Show_Off_How_in_Love_You_Are	1
drink	VERB	10	01x09_-_Show_Off_How_in_Love_You_Are	1
drop	VERB	32	01x09_-_Show_Off_How_in_Love_You_Are	1
dwell	VERB	5	01x09_-_Show_Off_How_in_Love_You_Are	1
eat	VERB	6	01x09_-_Show_Off_How_in_Love_You_Are	1
ex*cute	VERB	0	01x09_-_Show_Off_How_in_Love_You_Are	1
exhaust	VERB	7	01x09_-_Show_Off_How_in_Love_You_Are	1
fall	VERB	44	01x09_-_Show_Off_How_in_Love_You_Are	2
feel	VERB	17	01x09_-_Show_Off_How_in_Love_You_Are	4
fight	VERB	9	01x09_-_Show_Off_How_in_Love_You_Are	2
find	VERB	18	01x09_-_Show_Off_How_in_Love_You_Are	3
follow	VERB	24	01x09_-_Show_Off_How_in_Love_You_Are	1
forget	VERB	4	01x09_-_Show_Off_How_in_Love_You_Are	3
free	VERB	22	01x09_-_Show_Off_How_in_Love_You_Are	1
get	VERB	37	01x09_-_Show_Off_How_in_Love_You_Are	17
give	VERB	45	01x09_-_Show_Off_How_in_Love_You_Are	2
go	VERB	35	01x09_-_Show_Off_How_in_Love_You_Are	16
grow	VERB	10	01x09_-_Show_Off_How_in_Love_You_Are	1
guess	VERB	6	01x09_-_Show_Off_How_in_Love_You_Are	5
happen	VERB	5	01x09_-_Show_Off_How_in_Love_You_Are	2
harm	VERB	4	01x09_-_Show_Off_How_in_Love_You_Are	1
have	VERB	20	01x09_-_Show_Off_How_in_Love_You_Are	14
head	VERB	42	01x09_-_Show_Off_How_in_Love_You_Are	1
hear	VERB	5	01x09_-_Show_Off_How_in_Love_You_Are	5
help	VERB	12	01x09_-_Show_Off_How_in_Love_You_Are	2
hit	VERB	24	01x09_-_Show_Off_How_in_Love_You_Are	2
hope	VERB	9	01x09_-_Show_Off_How_in_Love_You_Are	1
hurry	VERB	6	01x09_-_Show_Off_How_in_Love_You_Are	1
imagine	VERB	2	01x09_-_Show_Off_How_in_Love_You_Are	1
inspect	VERB	3	01x09_-_Show_Off_How_in_Love_You_Are	1
introduce	VERB	10	01x09_-_Show_Off_How_in_Love_You_Are	1
invite	VERB	9	01x09_-_Show_Off_How_in_Love_You_Are	1
keep	VERB	25	01x09_-_Show_Off_How_in_Love_You_Are	3
kiss	VERB	6	01x09_-_Show_Off_How_in_Love_You_Are	3
know	VERB	12	01x09_-_Show_Off_How_in_Love_You_Are	7
lack	VERB	2	01x09_-_Show_Off_How_in_Love_You_Are	1
land	VERB	18	01x09_-_Show_Off_How_in_Love_You_Are	1
lay	VERB	16	01x09_-_Show_Off_How_in_Love_You_Are	1
lead	VERB	31	01x09_-_Show_Off_How_in_Love_You_Are	1
leave	VERB	17	01x09_-_Show_Off_How_in_Love_You_Are	1
let	VERB	8	01x09_-_Show_Off_How_in_Love_You_Are	4
like	VERB	11	01x09_-_Show_Off_How_in_Love_You_Are	2
look	VERB	14	01x09_-_Show_Off_How_in_Love_You_Are	6
lose	VERB	11	01x09_-_Show_Off_How_in_Love_You_Are	1
love	VERB	10	01x09_-_Show_Off_How_in_Love_You_Are	1
mail	VERB	7	01x09_-_Show_Off_How_in_Love_You_Are	1
make	VERB	51	01x09_-_Show_Off_How_in_Love_You_Are	12
manage	VERB	7	01x09_-_Show_Off_How_in_Love_You_Are	1
marinate	VERB	1	01x09_-_Show_Off_How_in_Love_You_Are	1
marry	VERB	2	01x09_-_Show_Off_How_in_Love_You_Are	4
mean	VERB	16	01x09_-_Show_Off_How_in_Love_You_Are	6
meet	VERB	15	01x09_-_Show_Off_How_in_Love_You_Are	5
mention	VERB	6	01x09_-_Show_Off_How_in_Love_You_Are	3
need	VERB	7	01x09_-_Show_Off_How_in_Love_You_Are	9
o	VERB	3	01x09_-_Show_Off_How_in_Love_You_Are	1
off	VERB	9	01x09_-_Show_Off_How_in_Love_You_Are	1
participate	VERB	2	01x09_-_Show_Off_How_in_Love_You_Are	1
pass	VERB	43	01x09_-_Show_Off_How_in_Love_You_Are	2
pick	VERB	21	01x09_-_Show_Off_How_in_Love_You_Are	1
play	VERB	52	01x09_-_Show_Off_How_in_Love_You_Are	2
protect	VERB	2	01x09_-_Show_Off_How_in_Love_You_Are	1
prove	VERB	9	01x09_-_Show_Off_How_in_Love_You_Are	4
put	VERB	10	01x09_-_Show_Off_How_in_Love_You_Are	5
question	VERB	11	01x09_-_Show_Off_How_in_Love_You_Are	1
quit	VERB	5	01x09_-_Show_Off_How_in_Love_You_Are	2
read	VERB	12	01x09_-_Show_Off_How_in_Love_You_Are	1
realize	VERB	6	01x09_-_Show_Off_How_in_Love_You_Are	1
relieve	VERB	11	01x09_-_Show_Off_How_in_Love_You_Are	1
rely	VERB	1	01x09_-_Show_Off_How_in_Love_You_Are	1
remember	VERB	8	01x09_-_Show_Off_How_in_Love_You_Are	3
resist	VERB	6	01x09_-_Show_Off_How_in_Love_You_Are	1
return	VERB	29	01x09_-_Show_Off_How_in_Love_You_Are	1
reward	VERB	8	01x09_-_Show_Off_How_in_Love_You_Are	1
rue	VERB	5	01x09_-_Show_Off_How_in_Love_You_Are	1
ruin	VERB	12	01x09_-_Show_Off_How_in_Love_You_Are	1
save	VERB	12	01x09_-_Show_Off_How_in_Love_You_Are	1
say	VERB	12	01x09_-_Show_Off_How_in_Love_You_Are	7
score	VERB	18	01x09_-_Show_Off_How_in_Love_You_Are	1
see	VERB	25	01x09_-_Show_Off_How_in_Love_You_Are	6
seem	VERB	4	01x09_-_Show_Off_How_in_Love_You_Are	6
send	VERB	8	01x09_-_Show_Off_How_in_Love_You_Are	1
show	VERB	16	01x09_-_Show_Off_How_in_Love_You_Are	3
shut	VERB	5	01x09_-_Show_Off_How_in_Love_You_Are	2
silence	VERB	6	01x09_-_Show_Off_How_in_Love_You_Are	1
sleep	VERB	6	01x09_-_Show_Off_How_in_Love_You_Are	1
smile	VERB	3	01x09_-_Show_Off_How_in_Love_You_Are	1
smirk	VERB	2	01x09_-_Show_Off_How_in_Love_You_Are	1
smooth	VERB	12	01x09_-_Show_Off_How_in_Love_You_Are	1
solve	VERB	3	01x09_-_Show_Off_How_in_Love_You_Are	1
sound	VERB	24	01x09_-_Show_Off_How_in_Love_You_Are	1
speak	VERB	5	01x09_-_Show_Off_How_in_Love_You_Are	1
spread	VERB	23	01x09_-_Show_Off_How_in_Love_You_Are	1
startle	VERB	3	01x09_-_Show_Off_How_in_Love_You_Are	1
state	VERB	11	01x09_-_Show_Off_How_in_Love_You_Are	1
stay	VERB	16	01x09_-_Show_Off_How_in_Love_You_Are	1
stop	VERB	22	01x09_-_Show_Off_How_in_Love_You_Are	1
suffer	VERB	11	01x09_-_Show_Off_How_in_Love_You_Are	1
